Segment ID|Station ID|Station Description|Start Date|Start Time|Start Depth|End Date|End Time|End Depth|Submitting Entity|Collecting Entity|Monitoring Type|Composite Category|Composite Type|Parameter Name|Parameter Code|GTLT|Value|RFA/Tag ID|Station Latitude|Station Longitude|Comments
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||CHLORDANE NONACHLOR,CIS ISO BOT. DESPOSITS UG/KG|39070|<|0.05|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||CHLORDANE NONACHLOR,TRANS ISO BOT. DEPOS.(UG/KG)|39073|<|0.28|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||BHC-ALPHA ISOMER, BOTTOM DEPOS  (UG/KG DRY SOL)|39076|<|0.04|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||P,P' DDT, BOTTOM DEPOSITS (UG/KG DRY SOLIDS)|39301|<|0.07|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||O,P' DDT, BOTTOM DEPOSITS (UG/KG DRY SOLIDS)|39306|<|0.08|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||P,P DDD, BOTTOM DEPOSITS (UG/KG DRY SOLIDS)|39311|<|0.06|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||O,P' DDD, BOTTOM DEPOSITS (UG/KG DRY SOLIDS)|39316|<|0.1|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||P,P DDE, BOTTOM DEPOSITS (UG/KG DRY SOLIDS)|39321|<|0.06|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||O,P' DDE, BOTTOM DEPOSITS (UG/KG DRY SOLIDS)|39328|<|0.02|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||DDE IN BOTTOM DEPOS. (UG/KG DRY SOLIDS)|39368|<|0.06|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||ALDRIN, BOTTOM DEPOS. (UG/KG DRY SOLIDS)|39333|<|0.13|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||CHLORDANE(TECH MIX&METABS) SED,DRY WT,UG/KG|39351|<|0.13|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||DDD IN BOTTOM DEPOS. (UG/KGDRY SOLIDS)|39363|<|0.1|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||DDT IN BOTTOM DEPOS. (UG/KG DRY SOLIDS)|39373|<|0.08|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||DIELDRIN IN BOTTOM DEPOS. (UG/KG DRY SOLIDS)|39383|<|0.06|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||ENDRIN IN BOTTOM DEPOS. (UG/KG DRY SOLIDS)|39393|<|0.08|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||TOXAPHENE IN BOTTOM DEPOS.(UG/KG DRY SOLIDS)|39403|<|1.33|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||HEPTACHLOR IN BOT. DEP. (UG/KG DRY SOLIDS)|39413|<|0.05|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||HEPTACHLOR EPOXIDE IN BOT. DEP. (UG/KG DRY SOL.)|39423|<|0.06|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||METHOXYCHLOR, BOTTOM DEPOSITS (UG/KG DRY SOL.)|39481|<|0.62|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||PCBS, BOTTOM DEPOSITS (UG/KG DRY SOLIDS)|39519|<|1.45|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||MALATHION IN BOT. DEPOS. (UG/KG DRY SOLIDS)|39531|<|0.25|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||PARATHION IN BOT. DEPOS. (UG/KG DRY SOLIDS)|39541|<|0.24|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||DIAZINON IN BOT. DEPOS. (UG/KG DRY SOLIDS)|39571|<|1.08|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||METHYL PARATHION IN BOT. DEPOS.(UG/KG DRY SOLIDS|39601|<|0.24|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||2,4-D, BOTTOM DEPOSITS (UG/KG DRY SOLIDS)|39731|<|4.03|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||2,4,5-T, BOTTOM DEPOSITS (UG/KG DRY SOLIDS)|39741|<|1.1|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||SILVEX, BOTTOM DEPOSITS (UG/KG DRY SOLIDS)|39761|<|1.06|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||09/22/1987|03:40|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||GAMMA BHC (LINDANE), SEDIMENT, DRY WT (UG/KG)|39783|<|0.05|Z164613|28.9281|-96.171178|SEDIMENT WITH POCKETS OF SILTY MUD AND GRAVEL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||12/08/1987|01:52|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||TRANSPARENCY, SECCHI DISC (INCHES)|00077||15.5|Z164614|28.9281|-96.171178|WATER BROWNISH GREEN. SUNNY WITH SCATTERED CLOUDS.
